"Song Name" "Zero Crossing Rate Variance" "Spectral Centroid Mean" "Spectral Centroid Variance" "Spectral Rolloff Mean" "Spectral Rolloff Variance" "Root Mean Square Mean" "File Path" Category "Table Number"
"Come and Get Your Love (Rerecorded)" 0.0018701512987253114 2033.2042426166367 458166.5649382869 4242.767625668894 2640776.1236483688 0.17901269 media/halloween/Redbone___Come_and_Get_Your_Love__Single_Edit___Audio_.mp3 halloween 104
Scream 0.001640612412141878 2864.272725592098 149413.46741741576 5435.729590726186 391948.47240795457 0.2033375 media/halloween/Misfits___Scream___espa_ol_.mp3 halloween 104
Disturbia 0.0029092525159019277 2388.8230848418625 473711.2228714566 4853.090876742012 2047010.1126703706 0.23397537 media/halloween/Rihanna___Disturbia__Audio_.mp3 halloween 104
"Take on Me" 0.004382052098446356 3012.003153473458 450703.5888952811 6145.884487687268 1012579.7034762296 0.18067537 media/halloween/Take_on_Me.mp3 halloween 104
"Highway to Hell" 0.0032992142554603013 2686.957980218491 485828.33784456295 5142.498362590989 2110048.102014132 0.2051593 media/halloween/AC_DC___Highway_to_Hell__Audio_.mp3 halloween 104
strange 0.0065519432529631385 2054.7688461265097 1303112.5499891585 3907.4998286732457 3908423.1067632083 0.04856839 media/halloween/How_Billie_Eilish_Sees_Ugly_Guys__Shorts.mp3 halloween 104
"Goo Goo Muck" 0.001358776893621412 1791.4942783578374 226289.4286582222 3328.8957223247085 1198169.8338782294 0.1637864 media/halloween/The_Cramps___Goo_Goo_Muck__Official_Audio_.mp3 halloween 104
"Washing Machine Heart" 0.0013182101434741516 2222.6558279469814 341775.8364892443 5009.147664032649 2106038.156244507 0.2920131 media/halloween/Mitski___Washing_Machine_Heart.mp3 halloween 104
vampire 0.004606506606790067 2397.9103954696807 1105044.6526077883 5163.089831577783 5562284.003920974 0.21993671 media/halloween/Olivia_Rodrigo___vampire__Official_Lyric_Video_.mp3 halloween 104
"She's My Collar (feat. Kali Uchis)" 0.003373259252331176 2211.5794028679143 664340.0706777626 4689.470472192206 3110112.224912275 0.27515587 media/halloween/Gorillaz___She_s_My_Collar__Lyrics__ft._Kali_Uchis__She_s_the_serpentine__she_s_my_collar___Tiktok_.mp3 halloween 104
Ghostbusters 0.004860995822611769 2819.978044706725 705074.9827561016 6013.854859126491 2524231.6703053853 0.24147312 media/halloween/Ghostbusters.mp3 halloween 104
Thriller 0.003526363044495062 2782.0035735951897 532909.7263899177 6118.797701322115 2359411.9302858934 0.19263187 media/halloween/Thriller.mp3 halloween 104
"Under The Bed" 0.00018387154874685416 836.4493850874978 120211.5466286253 1533.7087504905442 641993.6062047901 0.11063348 media/halloween/Tibeauthetraveler_x_Banks_x_Bcalm___station_to_station.mp3 halloween 104
"Skeleton Dance" 0.010528537949676748 2790.429160862654 1106602.6304018928 5784.404364441593 2797705.2459307876 0.32549453 media/halloween/Andrew_Gold___Spooky__Scary_Skeletons__Undead_Tombstone_Remix___Official_Lyric_Video_.mp3 halloween 104
"She Wolf" 0.0033141774980629947 2304.040647567084 846911.7711587162 4924.47277503258 3801898.3674801984 0.18293451 media/halloween/Shakira___She_Wolf__Audio_.mp3 halloween 104
"Mummy's Breath" 0.004676866580907014 2008.7764957384886 980914.8194166967 4070.6422029757696 4136508.3968459507 0.14831832 media/halloween/Eminem___Lose_Yourself__Official_Video___Explicit_.mp3 halloween 104
"Ghost Tower" 0.017253840933853085 2310.9072013344457 2676169.7969625928 3939.231195780757 6091334.271670554 0.06799448 media/halloween/9_Year_Old_Saves_Family_From_House_Fire.mp3 halloween 104
"Banana Boat (Day-O)" 0.00247872818590976 1625.7917831242298 551655.1529248301 3285.8938622662404 3097531.4971558684 0.05711412 media/halloween/Day_O__Banana_Boat_Song_.mp3 halloween 104
Backstabber 0.004570747609218093 2693.228789136916 641129.7885110647 5608.26860235993 2402006.9119560122 0.28946102 media/halloween/Kesha___Backstabber__Official_Audio_.mp3 halloween 104
E.T. 0.004521579715349152 2733.4978123030783 594494.516537219 5869.913040910562 2289313.1894825385 0.2264039 media/halloween/Katy_Perry___E.T.__Lyric_Video_.mp3 halloween 104
"Black Magic Woman" 0.0009845111100694613 1526.1977068069675 344003.06245374837 3296.610778376346 2414617.710021698 0.11930428 media/halloween/Santana___Black_Magic_Woman__Official_Audio_.mp3 halloween 104
"Call Me" 0.002560323934955758 2594.1388751332256 356108.5938132551 5483.966681708392 1647588.9383870438 0.16597879 media/halloween/Call_Me.mp3 halloween 104
"Jack's Lament" 0.004153973874525209 1692.8373027438643 918910.9131960834 3289.3520215089147 3630565.5036118226 0.06728019 media/halloween/Jack_s_Lament.mp3 halloween 104
"The Hearse Song (The Worms Crawl In)" 0.0043681104696962 1866.9388821107989 928064.8979574904 3757.003857134838 3325398.0523812734 0.13409457 media/halloween/The_Hearse_Song__The_Worms_Crawl_In_.mp3 halloween 104
Somedays 0.0037489429313911685 2010.4437841158929 718394.2836455458 4055.0795577351323 3830203.137173659 0.15767162 media/halloween/Tess_Parks___Somedays__OFFICIAL_AUDIO_.mp3 halloween 104
Deceptacon 0.0029366238137153175 2606.839763272092 524305.9267064983 5845.920745419784 1644431.7744218684 0.29825422 media/halloween/Deceptacon.mp3 halloween 104
"Billie Jean" 0.005561607766876853 2767.836760867921 1150843.2452817527 6179.224055074361 4426745.372222774 0.18520427 media/halloween/Billie_Jean.mp3 halloween 104
"Season Of The Witch" 0.0010318922771238713 1213.3370090917974 410249.43611424597 2399.028250675073 2402650.4857861507 0.108775996 media/halloween/Season_Of_The_Witch__From_The_Motion_Picture__Scary_Stories_To_Tell_In_The_Dark____Audio_.mp3 halloween 104
"Witching Hour" 0.002787510179817294 1080.0266924326843 678149.7598007423 2069.1993083428897 4074553.8071658555 0.20348021 media/halloween/Haunted_House.mp3 halloween 104
"Pumpkin Ghosts" 0.009051457247547778 2036.7858317010096 1389426.0786585056 3837.150581613238 4625294.2217403455 0.058107562 media/halloween/The_Hardest_I_ve_Ever_Laughed.mp3 halloween 104
Halloween 0.0005528683872792989 1836.568643230704 209796.19128313113 3756.8760129125626 1528650.8006480932 0.12750283 media/halloween/Halloween.mp3 halloween 104
"Vampire's Dream" 0.00238610127416905 2150.1960530474744 330213.8668540709 3716.344871520996 1471428.956732036 0.07085067 media/halloween/The_worst_book_I_bought_because_of_BookTok.mp3 halloween 104
"Spooky, Scary Skeletons - Undead Tombstone Remix Extended" 0.012339123700919143 2957.2592946887976 1099279.6957191555 6129.048065963615 2398223.769161743 0.33453703 media/halloween/Andrew_Gold___Spooky__Scary_Skeletons__Undead_Tombstone_Remix_Extended_.mp3 halloween 104
"Dead Girl Walking" 0.00122587101415251 1636.0289786595094 278601.6890645081 3301.443066928476 1628843.373688842 0.06396772 media/halloween/HEATHERS_Dead_Girl_Walking___Off_Broadway_2014_Barrett_Wilbert_Weed_Full_HD.mp3 halloween 104
"Halloweentown Theme" 0.00285218447503276 1675.0681131725705 612053.33822238 3430.3831551126195 4156626.224801955 0.15683435 media/halloween/Halloween_Theme.mp3 halloween 104
"(Don't Fear) The Reaper" 0.0019035312612774202 2508.6329106368685 368330.9774195674 5422.558213914529 1566526.7333105325 0.14699176 media/halloween/Blue_Oyster_Cult____Don_t_Fear__The_Reaper__Audio_.mp3 halloween 104
Spiderhead 0.0006945088308846752 2118.2139076936846 179891.68863216683 4429.235819490217 1140433.098203306 0.42295703 media/halloween/Spiderhead.mp3 halloween 104
"Forgot About Dre - Album Version (Edited)" 0.005373901258350382 2757.7873271613926 1504593.5173396163 5664.501390858659 5603531.269431233 0.27305633 media/halloween/Dr._Dre___Forgot_About_Dre__feat._Eminem_.mp3 halloween 104
"Five Nights at Freddy's" 0.0035906060318388515 2664.989452949613 757406.6206440548 5594.305364131056 3481593.137737803 0.22191876 media/halloween/Five_Nights_at_Freddy_s_1_Song___The_Living_Tombstone.mp3 halloween 104
"Big Poppa - 2007 Remaster" 0.006827620556365123 2774.7348142382534 1282778.9345949087 5759.536526214455 3911681.212427157 0.20256324 media/halloween/Big_Poppa__2007_Remaster_.mp3 halloween 104
"Main Titles - From ""Beetlejuice"" Soundtrack" 0.0026066952117171542 2097.4535764650445 433642.01972124807 4236.394149515339 2088259.3533098137 0.05791928 media/halloween/Main_Titles__From__Beetlejuice__Soundtrack_.mp3 halloween 104
"Somebody's Watching Me - Single Version" 0.004660812409422711 3005.687958751894 732686.7362768456 6179.849660923474 2651593.1238186946 0.097479895 media/halloween/Somebody_s_Watching_Me.mp3 halloween 104
"BIRDS OF A FEATHER" 0.0017308424452173886 1769.3912822772743 622840.5215148225 4111.54838335396 3550314.9762977 0.25521195 media/halloween/Billie_Eilish___BIRDS_OF_A_FEATHER__Official_Lyric_Video_.mp3 halloween 104
"Hollow Point" 0.0007237194789046917 1190.628180643695 146963.4142592211 2241.036556066799 647357.6098932849 0.14444008 media/halloween/Hollow_Point.mp3 halloween 104
"Ghost Town" 0.004066520254719067 1986.5032517320926 1010592.9951379905 4127.521134068316 4818092.623632665 0.09275152 media/halloween/The_Specials___Ghost_Town.mp3 halloween 104
"Bubblegum Bitch" 0.0034811434806954096 2824.888494553506 626653.9336846531 6215.198471966912 2263649.6869600974 0.27527753 media/halloween/Marina_and_The_Diamonds___Bubblegum_Bitch__Official_Audio_.mp3 halloween 104
"we fell in love in october" 0.001054846905934259 1450.4123943349186 308127.05785549973 3020.2163470940236 1833501.4768793902 0.19288605 media/halloween/Girl_in_Red___We_Fell_In_Love_In_October.mp3 halloween 104
"all the good girls go to hell" 0.00773044570038292 1780.7106696911196 1566551.5603909097 3714.788327561211 6463419.308808436 0.23520817 media/halloween/Billie_Eilish___all_the_good_girls_go_to_hell__Lyrics_.mp3 halloween 104
Thrills 0.0018741612008672372 1868.0395154544135 661057.405372625 3961.7138109849147 3719350.602069353 0.32668346 media/halloween/Rauw_Alejandro___Todo_de_Ti__Letra_Lyrics_.mp3 halloween 104
"The Addams Family" 0.010518511703041399 2951.0764699134256 952387.2825106522 6098.596895271314 2160261.9992383085 0.084468365 media/halloween/The_Addams_Family.mp3 halloween 104
"Halloween Theme" 0.0007051462005414431 1617.2628746849675 373358.8918712345 3533.156124665775 2502236.019573594 0.19109903 media/halloween/John_Carpenter__Cody_Carpenter__and_Daniel_Davies___Halloween__2018__Theme.mp3 halloween 104
Creep 0.0058310325237129635 2425.405134575986 948682.2406877502 5313.956869629761 4294338.644082811 0.1433667 media/halloween/Creep.mp3 halloween 104
"Killer Clown Waltz" 0.0005877516455393377 974.5246149398426 119688.28921728091 1781.6228110957616 978930.4855834504 0.052333467 media/halloween/Killer_Clown_Waltz.mp3 halloween 104
"Midnight Strikes" 0.0007750321898113717 1561.9179282718937 248402.0484203076 3232.9313151041665 792291.3422875936 0.16039205 media/halloween/The_Knight_X_FUNK_ESTRANHO__SUPER_SLOWED___shorts__phonk.mp3 halloween 104
"Cherry Bomb" 0.004513495291301787 3073.263489757389 600719.6783874778 6237.084518609241 1955281.8903791492 0.21989116 media/halloween/The_Runaways___Cherry_Bomb.mp3 halloween 104
Pain 0.005315873878203125 2500.577725204977 1301540.0980997928 5620.0396728515625 5828207.811486348 0.20262206 media/halloween/PinkPantheress___Pain.mp3 halloween 104
"Living Dead" 0.0002934868364283181 673.4688461522749 96043.5960445511 1210.323575647866 573332.871708129 0.06370773 media/halloween/Passenger_found_dead_after_crawling_into_plane_engine_in_Utah.mp3 halloween 104
"Harry Potter - Trap Remix" 0.006469879647039049 2554.6478471682 1718560.455851659 5434.2543125570255 6524328.624101105 0.32015857 media/halloween/Harry_Potter__Trap_Remix_.mp3 halloween 104
"The World Es Mi Familia" 0.002788799370977701 1853.0571531665073 996178.4801427587 3883.2741073122156 4899446.231905853 0.025734667 media/halloween/Anthony_Gonzalez__Antonio_Sol___The_World_Es_Mi_Familia__From__Coco__.mp3 halloween 104
"Talking In Your Sleep (2023 Remaster)" 0.004657015316111057 2727.289297320542 447836.50563326967 5583.96039934133 1223069.612061501 0.2406271 media/halloween/Talking_In_Your_Sleep__2023_Remaster_.mp3 halloween 104
"Day-O (from ""Beetlejuice Beetlejuice"")" 0.00774356190944847 2015.8202423367347 1223700.6333150787 3527.290824386987 3972591.0679350398 0.085697345 media/halloween/Beetlejuice_Beetlejuice_Soundtrack___Day_O___Alfie_Davis___The_Sylvia_Young_Theatre_School_Choir.mp3 halloween 104
Rhiannon 0.0014987648340488051 1683.7176953492578 676936.503159569 3641.042730058642 3684011.0116896327 0.10241248 media/halloween/Rhiannon.mp3 halloween 104
"I Was Made For Lovin' You" 0.003418810937113707 2504.091802284547 361567.2726001949 5332.305506470572 1516427.0906714834 0.22095074 media/halloween/I_Was_Made_For_Lovin__You.mp3 halloween 104
"Tainted Love" 0.0029983708734806465 2259.8190233843143 593084.1012086438 4604.171393899356 2190378.1081838887 0.28777248 media/halloween/Tainted_Love__Remastered_2023_.mp3 halloween 104
"Rock Me Amadeus" 0.007327643401617517 2859.108616100948 832697.2158581042 5999.923809473233 2554544.8774348414 0.19061558 media/halloween/Rock_Me_Amadeus__12__American_Edit_.mp3 halloween 104
"Vegas (From the Original Motion Picture Soundtrack ELVIS)" 0.006128227160380868 2409.9688556844726 1218086.0416904653 5175.88006780011 5166157.86436656 0.22605678 media/halloween/Doja_Cat___Vegas__From_the_Original_Motion_Picture_Soundtrack_ELVIS___Audio_.mp3 halloween 104
Limelight 0.0020241442814350674 2442.2536881343117 347362.8174374067 4914.747210918647 1779255.5134419668 0.14601415 media/halloween/Rush___Limelight__HQ_.mp3 halloween 104
"Starman - 2012 Remaster" 0.0019229467707293525 2533.391332779369 497205.7466022135 5597.825463113749 2493091.6156139183 0.12621574 media/halloween/David_Bowie___Starman__Official_Video_.mp3 halloween 104
"Eyes Without A Face" 0.0023831278631887766 2548.2906568466606 407941.6223478691 5407.19899438613 1547502.4221592357 0.21824746 media/halloween/Eyes_Without_A_Face.mp3 halloween 104
"The Monster Mash" 0.006977899957062812 3064.577483728943 681828.9417301551 6326.0606321967 1550878.4409012483 0.106993616 media/halloween/Andrew_Gold___The_Monster_Mash__Official_Audio_.mp3 halloween 104
"Calling All the Monsters" 0.004638063882147022 2630.014476217926 606162.0843620691 5428.162429215161 2444828.6808695868 0.19537865 media/halloween/Calling_All_The_Monsters___Lyric_Music_Video___China_Anne_McClain___Disney_Channel_Official.mp3 halloween 104
"Poker Face" 0.002858328390628029 2291.5183152843647 557614.0281086032 4930.580732034691 2919606.041244054 0.27237156 media/halloween/Lady_Gaga___Poker_Face__Audio_.mp3 halloween 104
"Gimme Three Steps" 0.0019013883500431645 2077.3677016635384 445518.88693649194 4403.034978135356 1970337.2794768831 0.14577356 media/halloween/Lynyrd_Skynyrd___Gimme_Three_Steps__Audio_.mp3 halloween 104
"Rock Your Body" 0.011617970489254241 3019.9483662959556 1337782.0766349777 6441.070565156168 3846365.8749493943 0.17962891 media/halloween/Justin_Timberlake___Rock_Your_Body__Lyrics_.mp3 halloween 104
Hypnotized 0.008264718554976399 2458.099335374382 769685.2806151818 5726.199373568085 2898374.8958498314 0.108189024 media/halloween/Fleetwood_Mac____Hypnotized__HQ_With_Onscreen_Lyrics_.mp3 halloween 104
"You Spin Me Round (Like a Record)" 0.0030530869462446547 2995.18872777307 448209.5289772663 5802.532383181014 1675541.3088656033 0.24673904 media/halloween/Dead_Or_Alive___You_Spin_Me_Round__Like_a_Record___Official_Audio_.mp3 halloween 104
"I Was Never There" 0.0009873983427825313 1475.4373791777048 341600.4625090689 3028.173501633304 1788352.6713123464 0.3225333 media/halloween/The_Weeknd___I_Was_Never_There_feat._Gesaffelstein__Official_Audio_.mp3 halloween 104
"This is Halloween" 0.006871033798288552 2560.1931089389154 943013.8636588041 5308.956136191026 3679079.2524817 0.22076543 media/halloween/This_is_Halloween.mp3 halloween 104
"(You're The) Devil in Disguise" 0.002748114852737764 2268.0525444395357 511024.4015169485 4875.848336333021 2681622.766243306 0.15963587 media/halloween/Elvis_Presley____You_re_The__Devil_in_Disguise__Official_Audio_.mp3 halloween 104
"Midnight Rider" 0.0012350754360844181 1864.3559510427658 275881.7538322186 3925.6584070905856 1788494.3209224176 0.09000212 media/halloween/Midnight_Rider.mp3 halloween 104
"Psycho Killer - 2005 Remaster" 0.005038058394757131 2222.8035070964274 994306.2009470569 4561.84991459957 4851008.661584418 0.13993311 media/halloween/Talking_Heads___Psycho_Killer__Official_Audio_.mp3 halloween 104
"I'm Still Standing" 0.00308437189387983 2227.7768289159512 284283.94733356894 4327.487030566848 1333288.1153885336 0.19592476 media/halloween/I_m_Still_Standing__Remastered_.mp3 halloween 104
"Beat It" 0.004600732656701897 2731.654110700152 624860.4567406087 5881.02887527533 1879943.5449598525 0.18185209 media/halloween/Beat_It.mp3 halloween 104
"Insane in the Brain" 0.0074947543567914264 2360.4031516447253 802265.6372604952 4578.673664986949 1909960.9153168981 0.13093717 media/halloween/Insane_in_the_Brain.mp3 halloween 104
"Message In A Bottle" 0.003784249216732093 2462.540113447051 633002.456590394 4960.020319885635 2965057.4515777035 0.07808089 media/halloween/Message_In_A_Bottle.mp3 halloween 104
"It's My Party" 0.004044305929864535 3060.285575780371 364357.0027886388 6705.912753000277 1053130.5286815437 0.17273323 media/halloween/It_s_My_Party.mp3 halloween 104
"More Than a Feeling" 0.002908455091768518 2723.9401843316787 428432.5786348394 5790.865366259061 1602012.3846409626 0.14629313 media/halloween/More_Than_a_Feeling.mp3 halloween 104
"Scooby-Doo (Scooby-Doo Theme Song)" 0.00336783238576335 2217.80411052302 625792.7707901743 4740.961307900994 2454049.8676393623 0.19561371 media/halloween/Scooby_Doo__Scooby_Doo_Theme_Song_.mp3 halloween 104
"Spooky, Scary Skeletons - Undead Tombstone Remix" 0.010528537949676748 2790.429160862654 1106602.6304018928 5784.404364441593 2797705.2459307876 0.32549453 media/halloween/Andrew_Gold___Spooky__Scary_Skeletons__Undead_Tombstone_Remix___Official_Lyric_Video_.mp3 halloween 104
"Puttin' on the Ritz" 0.011796046514719506 3001.2069125084377 1347142.0537865276 6081.126649405917 4178726.671839407 0.059528135 media/halloween/Puttin__on_the_Ritz.mp3 halloween 104
"Gothic Surf-a-rama" 0.0017302579842539884 2193.9689063645783 626659.8579989289 4873.26509400461 3640055.738028875 0.3035606 media/halloween/Gothic_Surf_a_rama.mp3 halloween 104
"Gods & Monsters" 0.0035219294263833167 2402.4483990703784 707714.3808884873 5017.7562910902825 2815108.1791609884 0.21727595 media/halloween/Lana_Del_Rey___Gods___Monsters__Audio_.mp3 halloween 104
"Sympathy For The Devil - 50th Anniversary Edition" 0.002290071845693767 2120.7119002058594 512700.61637619237 4730.856374621079 2687840.1981237917 0.16302234 media/halloween/The_Rolling_Stones___Sympathy_For_The_Devil__Official_Lyric_Video_.mp3 halloween 104
"Devil In A New Dress" 0.003264669533767805 2415.346528293442 951074.5283772084 5211.336473625482 4269584.691079304 0.26819435 media/halloween/KANYE_WEST___08___DEVIL_IN_A_NEW_DRESS_feat._Rick_Ross.mp3 halloween 104
"How Soon Is Now? - 2011 Remaster" 0.0019619656894043166 2389.1754325724028 332396.32209463237 5119.61302345934 1270894.9156722606 0.22372186 media/halloween/How_Soon_Is_Now___2008_Remaster_.mp3 halloween 104
"Take The Money And Run" 0.0037616539697186173 2474.488093068983 563014.355733537 5192.309940619757 1667600.4640471444 0.09666069 media/halloween/Take_The_Money_And_Run.mp3 halloween 104
Monster 0.0029312101634477446 1664.3055459699399 730333.0953676566 3622.239157074721 3833384.1629561796 0.3157 media/halloween/Monster__Kanye_West_and_Jay_Z_ft._Rick_Ross__Nicki_Minaj__and_Bon_Iver__lyrics_.mp3 halloween 104
"Material Girl" 0.003162384481097243 2555.572180673668 396019.9887859766 5101.3714719933805 1581339.0086806847 0.23597685 media/halloween/Material_Girl.mp3 halloween 104
"In The Night" 0.00366468954974838 2749.965138418884 832905.7212908262 6009.715834554839 3528996.462667148 0.22832699 media/halloween/The_Weeknd___In_The_Night__Official_Audio_.mp3 halloween 104
"Miss The Rage (feat. Playboi Carti)" 0.00838352340191784 2613.8853761483983 1056472.0923406743 5660.8466169602325 3547913.5647280854 0.33337826 media/halloween/Trippie_Redd___Miss_The_Rage_ft._Playboi_Carti__Official_Visualizer_.mp3 halloween 104
"Less Than Zero" 0.0017598509373732013 2206.932117767232 543075.5501573256 4708.512756722105 2742490.3648372083 0.27879956 media/halloween/The_Weeknd___Less_Than_Zero__Audio_.mp3 halloween 104
"Somebody's Watching Me" 0.004660812409422711 3005.687958751894 732686.7362768456 6179.849660923474 2651593.1238186946 0.097479895 media/halloween/Somebody_s_Watching_Me.mp3 halloween 104
"Heads Will Roll - A-Trak Remix" 0.006439458215371152 2376.3688674874857 1200572.8266790956 4762.400685402856 4679559.184566416 0.3020108 media/halloween/Heads_Will_Roll__A_Trak_Remix_.mp3 halloween 104
"These Boots Are Made for Walkin'" 0.0018592049529567534 1829.9071941543184 486746.99327840476 4070.1034874742622 2198299.79381401 0.111840226 media/halloween/Nancy_Sinatra___These_Boots_Are_Made_For_Walkin___Official_Music_Video_.mp3 halloween 104
"Hungry Like the Wolf" 0.004140248941076595 2982.6188180111044 481498.22357357835 6272.600649848659 1564552.921037662 0.16423836 media/halloween/Hungry_Like_the_Wolf__2001_Remaster_.mp3 halloween 104
"Lost in the Fire (feat. The Weeknd)" 0.0020870903516346283 2141.402585730272 755322.579271779 4919.83211188987 4654817.102798235 0.14584506 media/halloween/Gesaffelstein___The_Weeknd___Lost_in_the_Fire__Official_Video_.mp3 halloween 104
"Dark Paradise" 0.0028840129497656537 2090.3055819959463 560709.6812382338 4560.136367679837 2355245.3549909643 0.21009493 media/halloween/Dark_Paradise.mp3 halloween 104
"Back To Black" 0.0039157843498221065 1909.5289854904486 733873.3970993607 3882.5140197612945 3170558.8359679044 0.26754007 media/halloween/Back_To_Black.mp3 halloween 104
"Should I Stay or Should I Go - Remastered" 0.005709288729167091 2505.9015649386465 732045.762796163 5076.72685665544 2215050.2261792733 0.16407327 media/halloween/The_Clash___Should_I_Stay_or_Should_I_Go__Remastered_.mp3 halloween 104
"I Feel It Coming" 0.0018660144182499289 2022.979504918932 548288.8082214552 4412.744420568988 3588485.2408480714 0.2524147 media/halloween/The_Weeknd___I_Feel_It_Coming__Audio__ft._Daft_Punk.mp3 halloween 104
Roxanne 0.007447726436983288 2763.354885830794 1223952.3201291426 5941.273547990806 4542541.905448418 0.1293371 media/halloween/The_Police___Roxanne__HQ_.mp3 halloween 104
"Let's Dance - 2018 Remaster" 0.004406161050516447 2586.6945636605096 625650.9801350442 5278.375719142259 2391188.3012765795 0.12708676 media/halloween/Let_s_Dance__2018_Remaster_.mp3 halloween 104
"Runnin' with the Devil - 2015 Remaster" 0.0027979480778377503 2732.733548654839 369011.7200949054 5426.240425826819 1538593.707311225 0.09621253 media/halloween/Runnin__with_the_Devil__2015_Remaster_.mp3 halloween 104
"Don't You Want Me" 0.004026584931307768 2789.088816891731 578543.6890032787 5886.522692347287 1689727.2768210692 0.1362931 media/halloween/The_Human_League___Don_t_You_Want_Me__Official_Music_Video_.mp3 halloween 104
"Happy Happy Halloween" 0.004060285579299136 2694.0676424240605 528780.3588869395 5010.170745849609 2062338.1713725387 0.15555315 media/halloween/This_trend_is_so_scary_in_3x_.mp3 halloween 104
"family ties (with Kendrick Lamar)" 0.006184961768769161 2260.9522805278775 1109524.4735819227 4986.814407529901 4809881.480516953 0.3392525 media/halloween/Baby_Keem__Kendrick_Lamar___family_ties__Lyrics_.mp3 halloween 104
"Shout It Out Loud" 0.0010901960922085551 2657.9767179715027 135578.84359055772 5340.812758509812 839581.9344455802 0.27304885 media/halloween/Shout_It_Out_Loud.mp3 halloween 104
"no body, no crime (feat. HAIM)" 0.0031876998539615057 2278.175252409967 857939.8670094989 5191.812939969081 4742043.678860302 0.12338462 media/halloween/Taylor_Swift___no_body__no_crime__Official_Lyric_Video__ft._HAIM.mp3 halloween 104
"When You Die" 0.006048466000096153 1956.005574060825 1388135.1393244306 4117.487673164995 6109829.260162904 0.19075808 media/halloween/MGMT___When_You_Die__Matthew_Dear_Remix___Official_Audio_.mp3 halloween 104
"Rio - 2009 Remaster" 0.0040229143065566445 2987.458250633494 503259.178603089 6276.143004323066 2223011.131923361 0.16867103 media/halloween/Rio__2001_Remaster_.mp3 halloween 104
"Vamp Anthem" 0.008268417088021155 2555.9534455660687 1414162.6323120636 5685.606985899818 4915015.593494781 0.3874876 media/halloween/Playboi_Carti___Vamp_Anthem__Official_Audio_.mp3 halloween 104
"Memories (feat. Kid Cudi)" 0.004335061686545725 2719.7710464763095 667493.3869408702 6119.889983097915 3054927.1316214413 0.2562806 media/halloween/Memories__feat._Kid_Cudi_.mp3 halloween 104
"Girls on Film - 2010 Remaster" 0.007502948274660472 3253.5760828611565 744416.729167113 6462.599350420613 1597201.9295297281 0.20672604 media/halloween/Girls_on_Film.mp3 halloween 104
"Lay All Your Love On Me" 0.001361492069377945 1994.2910529581504 397335.426391898 4313.356946318876 2411073.3339709435 0.12747605 media/halloween/ABBA___Lay_All_Your_Love_On_Me__Official_Lyric_Video_.mp3 halloween 104
Heartless 0.0017503963630965847 1668.2550200728265 594201.8061631017 3542.058224607862 3187105.094007223 0.31320184 media/halloween/Kanye_West___Heartless__Lyrics_.mp3 halloween 104
"Smooth Criminal - Immortal Version" 0.006117065696494805 2861.9212280288275 706150.3949042859 6035.271369184885 2055069.6700837319 0.2229812 media/halloween/Smooth_Criminal__Immortal_Version_.mp3 halloween 104
Voulez-Vous 0.0023453574781131803 2560.9704825720087 409267.8177564279 5284.844237297913 1887056.1815768315 0.1507498 media/halloween/ABBA___Voulez_Vous__Lyric_Video_.mp3 halloween 104
"Magic Man" 0.0021865962989942376 2046.1218381301771 520874.0369358691 4249.863868347198 2625066.067201436 0.2162111 media/halloween/Heart_Magic_Man.mp3 halloween 104
"Scary Monsters (And Super Creeps) - 1999 Remaster" 0.0025568024221024055 2597.048164958798 347471.86059774377 5242.89914707449 1669775.1881922306 0.12501068 media/halloween/David_Bowie__Scary_Monsters__And_super_creeps_.mp3 halloween 104
"Jeepers Creepers" 0.0018397445463926635 1436.1521259791396 320658.857725262 2727.643185403854 1642961.106599183 0.078808844 media/halloween/Louis_Armstrong_Jeepers_Creepers_432hz.mp3 halloween 104
"Devil's Advocate" 0.0017908843668692327 2006.6457296255019 597117.2484110977 4371.8240222473105 3113542.1260955767 0.2376315 media/halloween/The_Neighbourhood___Devil_s_Advocate__Official_Video_.mp3 halloween 104
"Rock the Casbah - Remastered" 0.004023273380499048 2819.709969940087 564574.1407772906 6162.287687984464 1996734.557736909 0.15744492 media/halloween/The_Clash___Rock_the_Casbah__Remastered_.mp3 halloween 104
Thunderstruck 0.0031145098992828033 2833.8604682203213 362992.46492332075 5717.874460939977 1465149.2910814697 0.20259304 media/halloween/AC_DC___Thunderstruck__Official_Video_.mp3 halloween 104
"Transylvania 6-5000 - Single Version" 0.007425869886649025 2955.8313061476156 711048.3858959834 6144.573817214124 2102697.79369876 0.13828798 media/halloween/Dancing_With_A_Stranger___by_Paul_Chiten__Cyndi_Lauper__Franke_Previte.mp3 halloween 104
"Seek & Destroy (Remastered)" 0.005016675444365661 3218.8143555709844 349532.4660207377 6140.082980748033 1267934.3874538734 0.20934464 media/halloween/Seek___Destroy__Remastered_.mp3 halloween 104
"Holding Out for a Hero - From ""Footloose"" Soundtrack" 0.002937381688144188 3043.90357151523 464671.43832016527 6216.573488293303 1837495.2224125648 0.10649958 media/halloween/Holding_out_for_a_Hero__from__Footloose__.mp3 halloween 104
"Bad - 2012 Remaster" 0.0027227630443105717 2839.450188424899 384088.06044705736 6239.138980436849 1610869.8570789616 0.23173726 media/halloween/Bad__2012_Remaster_.mp3 halloween 104
